Type,Location,Part of Linkoping,Year Built,Rooms,Living Area,Land Area,price
Apartment,Linkoping,Vasastaden,2008,4,110.0,0.0,3800000
Apartment,Linkoping,Vasastaden,1920,4,90.0,0.0,2900000
Apartment,Linkoping,Vasastaden,2000,3,80.0,0.0,2800000
Apartment,Linkoping,Vasastaden,2011,2,65.0,0.0,2550000
Apartment,Linkoping,Vasastaden,1935,4,95.0,0.0,2750000
Apartment,Linkoping,Vasastaden,2013,2,50.0,0.0,1600000
Apartment,Linkoping,Vasastaden,1955,3,85.0,0.0,2500000
Apartment,Linkoping,Vasastaden,2016,4,120.0,0.0,4300000
Apartment,Linkoping,Vasastaden,1990,2,60.0,0.0,1900000
Apartment,Linkoping,Vasastaden,2003,3,77.0,0.0,2700000
Apartment,Linkoping,Vasastaden,1925,3,82.0,0.0,2350000
Apartment,Linkoping,Vasastaden,1980,2,58.0,0.0,2000000
Apartment,Linkoping,Vasastaden,1995,3,66.0,0.0,2100000
Apartment,Linkoping,Vasastaden,2010,4,105.0,0.0,3600000
Apartment,Linkoping,Vasastaden,1960,4,88.0,0.0,2700000
Apartment,Linkoping,Vasastaden,2007,3,73.0,0.0,2550000
Apartment,Linkoping,Vasastaden,2020,2,50.0,0.0,1900000
Apartment,Linkoping,Vasastaden,1930,3,91.0,0.0,2650000
Apartment,Linkoping,Vasastaden,1970,4,99.0,0.0,2900000
Apartment,Linkoping,Vasastaden,2012,2,62.0,0.0,2350000
Apartment,Linkoping,Vasastaden,2001,3,78.0,0.0,2100000
Apartment,Linkoping,Vasastaden,2005,4,112.0,0.0,4100000
Apartment,Linkoping,Vasastaden,2019,1,45.0,0.0,1400000
Apartment,Linkoping,Vasastaden,2018,1,34.0,0.0,1300000
Apartment,Linkoping,Vasastaden,2017,1,30.0,0.0,1200000
Apartment,Linkoping,Vasastaden,2015,1,40.0,0.0,1250000
Apartment,Linkoping,Vasastaden,2018,1,36.0,0.0,1350000
Apartment,Linkoping,Vasastaden,2021,3,95.0,0.0,3400000
Apartment,Linkoping,Vasastaden,1955,4,110.0,0.0,3000000
Apartment,Linkoping,Vasastaden,2019,2,65.0,0.0,2400000
Apartment,Linkoping,Vasastaden,1940,3,82.0,0.0,2750000
Apartment,Linkoping,Vasastaden,2018,4,120.0,0.0,4000000
Apartment,Linkoping,Vasastaden,1965,3,78.0,0.0,2600000
Apartment,Linkoping,Vasastaden,1997,2,57.0,0.0,1900000
Apartment,Linkoping,Vasastaden,2014,3,88.0,0.0,3100000
Apartment,Linkoping,Vasastaden,2022,2,70.0,0.0,2450000
Apartment,Linkoping,Vasastaden,2010,4,105.0,0.0,3700000
Apartment,Linkoping,Vasastaden,1985,4,95.0,0.0,2800000
Apartment,Linkoping,Vasastaden,2011,3,80.0,0.0,2500000
Apartment,Linkoping,Vasastaden,1962,3,74.0,0.0,2500000
Apartment,Linkoping,Vasastaden,2020,2,64.0,0.0,2200000
Apartment,Linkoping,Vasastaden,1993,4,89.0,0.0,2900000
Apartment,Linkoping,Vasastaden,2023,2,55.0,0.0,2100000
Apartment,Linkoping,Vasastaden,2017,3,91.0,0.0,3000000
Apartment,Linkoping,Vasastaden,1980,2,66.0,0.0,2000000
Apartment,Linkoping,Vasastaden,1991,4,98.0,0.0,3200000
Apartment,Linkoping,Vasastaden,2019,1,48.0,0.0,1450000
Apartment,Linkoping,Vasastaden,2018,1,42.0,0.0,1320000
House,Linkoping,Vasastaden,1920,9,225.0,744.0,9500000
House,Linkoping,Vasastaden,2010,5,150.0,600.0,6300000
House,Linkoping,Vasastaden,2015,6,180.0,720.0,8100000
House,Linkoping,Vasastaden,2005,4,120.0,480.0,4800000
House,Linkoping,Vasastaden,2018,7,200.0,800.0,8500000
House,Linkoping,Vasastaden,2020,8,225.0,900.0,9000000
House,Linkoping,Vasastaden,1990,5,130.0,520.0,5200000
House,Linkoping,Vasastaden,2003,3,110.0,440.0,4400000
House,Linkoping,Vasastaden,2012,4,140.0,560.0,5900000
House,Linkoping,Vasastaden,2019,9,250.0,1000.0,11000000
House,Linkoping,Vasastaden,1985,6,160.0,640.0,7200000
House,Linkoping,Vasastaden,1995,7,175.0,700.0,7350000
House,Linkoping,Vasastaden,2011,3,90.0,360.0,3600000
House,Linkoping,Vasastaden,2007,5,145.0,580.0,6600000
House,Linkoping,Vasastaden,2014,8,220.0,880.0,9600000
House,Linkoping,Vasastaden,2016,4,115.0,460.0,4600000
House,Linkoping,Vasastaden,2013,9,240.0,960.0,10000000
House,Linkoping,Vasastaden,2021,5,160.0,640.0,7000000
House,Linkoping,Vasastaden,2022,6,170.0,680.0,7650000
House,Linkoping,Vasastaden,2009,4,130.0,520.0,5200000
House,Linkoping,Vasastaden,2008,3,140.0,560.0,6000000
House,Linkoping,Vasastaden,2023,7,200.0,800.0,8600000
House,Linkoping,Vasastaden,2010,5,150.0,600.0,7500000
House,Linkoping,Vasastaden,2015,6,180.0,720.0,7200000
House,Linkoping,Vasastaden,2005,4,120.0,480.0,4800000
House,Linkoping,Vasastaden,2018,7,200.0,800.0,7800000
House,Linkoping,Vasastaden,2020,8,225.0,900.0,8100000
House,Linkoping,Vasastaden,1990,5,130.0,520.0,5200000
House,Linkoping,Vasastaden,2003,3,110.0,440.0,4400000
House,Linkoping,Vasastaden,2012,4,140.0,560.0,5600000
House,Linkoping,Vasastaden,2019,9,250.0,1000.0,9000000
House,Linkoping,Vasastaden,1985,6,160.0,640.0,6400000
House,Linkoping,Vasastaden,1995,7,175.0,700.0,7000000
House,Linkoping,Vasastaden,2011,3,90.0,360.0,3600000
House,Linkoping,Vasastaden,2007,5,145.0,580.0,5800000
House,Linkoping,Vasastaden,2014,8,220.0,880.0,8500000
House,Linkoping,Vasastaden,2016,4,115.0,460.0,4600000
House,Linkoping,Vasastaden,2013,9,240.0,960.0,8500000
House,Linkoping,Vasastaden,2021,5,160.0,640.0,6800000
House,Linkoping,Vasastaden,2022,6,170.0,680.0,7650000
House,Linkoping,Vasastaden,2009,4,130.0,520.0,5200000
House,Linkoping,Vasastaden,2008,3,140.0,560.0,6000000
House,Linkoping,Vasastaden,2023,7,200.0,800.0,8400000
House,Linkoping,Vasastaden,2020,6,165.0,660.0,7150000
House,Linkoping,Vasastaden,2018,5,155.0,620.0,6800000
House,Linkoping,Vasastaden,2017,4,140.0,560.0,5900000
House,Linkoping,Vasastaden,2019,8,230.0,920.0,8800000
House,Linkoping,Vasastaden,2021,7,210.0,840.0,7800000
House,Linkoping,Vasastaden,2015,5,145.0,580.0,6400000
House,Linkoping,Vasastaden,2014,4,130.0,520.0,5300000
House,Linkoping,Vasastaden,2022,9,245.0,980.0,9500000
House,Linkoping,Vasastaden,2013,6,175.0,700.0,7400000
House,Linkoping,Vasastaden,2016,8,215.0,860.0,8100000
Apartment,Linkoping,Gottfridsberg,1953,3,72.0,0.0,2150000
Apartment,Linkoping,Gottfridsberg,1953,3,72.0,0.0,1995000
Apartment,Linkoping,Gottfridsberg,1960,2,51.0,0.0,1950000
Apartment,Linkoping,Gottfridsberg,1953,2,58.5,0.0,1895000
Apartment,Linkoping,Gottfridsberg,1953,3,72.0,0.0,1995000
Apartment,Linkoping,Gottfridsberg,1962,1,25.5,0.0,1225000
Apartment,Linkoping,Gottfridsberg,1962,4,84.0,0.0,2395000
Apartment,Linkoping,Gottfridsberg,1950,1,23.0,0.0,1295000
Apartment,Linkoping,Gottfridsberg,1950,1,36.0,0.0,1195000
Apartment,Linkoping,Gottfridsberg,1953,3,72.0,0.0,2150000
Apartment,Linkoping,Gottfridsberg,1953,3,72.0,0.0,1995000
Apartment,Linkoping,Gottfridsberg,1960,2,51.0,0.0,1950000
Apartment,Linkoping,Gottfridsberg,1953,2,58.5,0.0,1895000
Apartment,Linkoping,Gottfridsberg,1953,3,72.0,0.0,1995000
Apartment,Linkoping,Gottfridsberg,1962,1,25.5,0.0,1225000
Apartment,Linkoping,Gottfridsberg,1962,4,84.0,0.0,2395000
Apartment,Linkoping,Gottfridsberg,1950,1,23.0,0.0,1295000
Apartment,Linkoping,Gottfridsberg,1950,1,36.0,0.0,1195000
Apartment,Linkoping,Gottfridsberg,1954,2,55.0,0.0,1750000
Apartment,Linkoping,Gottfridsberg,1955,3,70.0,0.0,2050000
Apartment,Linkoping,Gottfridsberg,1955,1,30.0,0.0,1300000
Apartment,Linkoping,Gottfridsberg,1961,2,50.0,0.0,1600000
Apartment,Linkoping,Gottfridsberg,1961,3,65.0,0.0,2100000
Apartment,Linkoping,Gottfridsberg,1963,1,24.0,0.0,1200000
Apartment,Linkoping,Gottfridsberg,1963,4,85.0,0.0,2450000
Apartment,Linkoping,Gottfridsberg,1952,2,60.0,0.0,1800000
Apartment,Linkoping,Gottfridsberg,1951,3,75.0,0.0,2200000
Apartment,Linkoping,Gottfridsberg,1956,2,57.0,0.0,1820000
Apartment,Linkoping,Gottfridsberg,1957,3,68.0,0.0,1980000
Apartment,Linkoping,Gottfridsberg,1958,1,32.0,0.0,1250000
Apartment,Linkoping,Gottfridsberg,1960,4,78.0,0.0,2300000
Apartment,Linkoping,Gottfridsberg,1961,2,53.0,0.0,1750000
Apartment,Linkoping,Gottfridsberg,1950,3,72.0,0.0,2070000
Apartment,Linkoping,Gottfridsberg,1952,1,28.0,0.0,1190000
Apartment,Linkoping,Gottfridsberg,1954,4,80.0,0.0,2400000
Apartment,Linkoping,Gottfridsberg,1953,2,59.0,0.0,1830000
Apartment,Linkoping,Gottfridsberg,1959,3,69.0,0.0,2060000
Apartment,Linkoping,Gottfridsberg,1951,2,50.0,0.0,1650000
Apartment,Linkoping,Gottfridsberg,1955,1,24.5,0.0,1220000
Apartment,Linkoping,Gottfridsberg,1956,4,82.0,0.0,2430000
Apartment,Linkoping,Gottfridsberg,1962,2,52.0,0.0,1700000
Apartment,Linkoping,Gottfridsberg,1963,3,66.0,0.0,2120000
Apartment,Linkoping,Gottfridsberg,1957,2,61.0,0.0,1870000
Apartment,Linkoping,Gottfridsberg,1954,1,30.0,0.0,1350000
Apartment,Linkoping,Gottfridsberg,1958,3,75.0,0.0,2180000
Apartment,Linkoping,Gottfridsberg,1961,4,85.0,0.0,2500000
Apartment,Linkoping,Gottfridsberg,1953,3,72.0,0.0,2150000
Apartment,Linkoping,Gottfridsberg,1958,2,56.0,0.0,1780000
Apartment,Linkoping,Gottfridsberg,1960,3,67.0,0.0,2030000
Apartment,Linkoping,Gottfridsberg,1962,1,29.0,0.0,1240000
Apartment,Linkoping,Gottfridsberg,1959,4,83.0,0.0,2470000
Apartment,Linkoping,Gottfridsberg,1956,2,54.0,0.0,1720000
Apartment,Linkoping,Gottfridsberg,1957,3,71.0,0.0,2100000
Apartment,Linkoping,Gottfridsberg,1954,1,27.0,0.0,1180000
Apartment,Linkoping,Gottfridsberg,1955,4,79.0,0.0,2350000
Apartment,Linkoping,Gottfridsberg,1963,2,60.0,0.0,1850000
Apartment,Linkoping,Gottfridsberg,1951,3,73.0,0.0,2160000
